Time,Blow_Consumed_kWh,Blow_Produced_kWh,Schutz_Consumed_kWh,Schutz_Produced_kWh
2023-01-05 04:00:00,311.6,0.0,214.2,0.0
2023-01-05 05:00:00,313.6,0.0,210.0,0.0
2023-01-05 06:00:00,233.2,0.0,217.5,0.0
2023-01-05 07:00:00,204.8,0.0,240.3,0.0
2023-01-05 08:00:00,206.0,0.0,243.9,0.0
2023-01-05 09:00:00,212.8,0.90520272,245.4,0.35868408
2023-01-05 10:00:00,278.4,1.992446208,237.3,0.7895013120000001
2023-01-05 11:00:00,253.6,4.424990976,248.7,1.7533904639999998
2023-01-05 12:00:00,254.4,2.083466592,244.2,0.8255678879999998
2023-01-05 13:00:00,267.6,1.5143391359999998,243.0,0.600052704
2023-01-05 14:00:00,316.8,0.0,251.7,0.0
2023-01-05 15:00:00,315.2,0.0,268.2,0.0
2023-01-05 16:00:00,308.0,0.0,396.3,0.0
2023-01-05 17:00:00,281.6,0.0,393.9,0.0
2023-01-05 18:00:00,299.2,0.0,381.6,0.0
2023-01-05 19:00:00,298.8,0.0,381.9,0.0
2023-01-05 20:00:00,297.6,0.0,377.7,0.0
2023-01-05 21:00:00,298.4,0.0,374.7,0.0
2023-01-05 22:00:00,290.4,0.0,354.9,0.0
2023-01-05 23:00:00,305.2,0.0,234.0,0.0
2023-01-06 00:00:00,291.6,0.0,231.3,0.0
2023-01-06 01:00:00,287.6,0.0,235.2,0.0
2023-01-06 02:00:00,296.8,0.0,237.6,0.0
2023-01-06 03:00:00,270.4,0.0,225.9,0.0
2023-01-06 04:00:00,282.4,0.0,225.0,0.0
2023-01-06 05:00:00,285.6,0.0,228.0,0.0
2023-01-06 06:00:00,259.2,0.0,261.9,0.0
2023-01-06 07:00:00,288.4,0.0,384.6,0.0
2023-01-06 08:00:00,311.2,0.0,395.4,0.0
2023-01-06 09:00:00,313.2,0.453101472,386.7,0.1795402079999999
2023-01-06 10:00:00,314.8,1.6303651200000002,401.7,0.6460276799999999
2023-01-06 11:00:00,326.4,2.898649152,386.7,1.148581728
2023-01-06 12:00:00,331.6,0.7251624,329.7,0.2873436
2023-01-06 13:00:00,343.2,0.3360752639999999,197.4,0.1331688959999999
2023-01-06 14:00:00,296.0,0.0,176.7,0.0
2023-01-06 15:00:00,322.4,0.0,168.3,0.0
2023-01-06 16:00:00,331.2,0.0,157.2,0.0
2023-01-06 17:00:00,324.4,0.0,153.0,0.0
2023-01-06 18:00:00,280.0,0.0,144.6,0.0
2023-01-06 19:00:00,247.6,0.0,147.0,0.0
2023-01-06 20:00:00,247.6,0.0,144.0,0.0
2023-01-06 21:00:00,241.2,0.0,146.7,0.0
2023-01-06 22:00:00,239.6,0.0,148.2,0.0
2023-01-06 23:00:00,243.2,0.0,156.0,0.0
2023-01-07 00:00:00,223.2,0.0,153.3,0.0
2023-01-07 01:00:00,189.6,0.0,156.6,0.0
2023-01-07 02:00:00,176.4,0.0,155.1,0.0
2023-01-07 03:00:00,254.8,0.0,156.3,0.0
2023-01-07 04:00:00,230.8,0.0,155.7,0.0
2023-01-07 05:00:00,182.0,0.0,155.7,0.0
2023-01-07 06:00:00,185.2,0.0,156.6,0.0
2023-01-07 07:00:00,176.8,0.0,154.5,0.0
2023-01-07 08:00:00,176.4,0.0,156.6,0.0
2023-01-07 09:00:00,188.0,0.634142016,150.3,0.2512770239999999
2023-01-07 10:00:00,243.6,0.7251624,153.0,0.2873436
2023-01-07 11:00:00,252.4,0.8151825600000001,149.7,0.3230138399999999
2023-01-07 12:00:00,250.4,1.087243488,154.2,0.4308172319999999
2023-01-07 13:00:00,253.2,1.261282464,150.6,0.4997796959999999
2023-01-07 14:00:00,242.4,0.0,157.2,0.0
2023-01-07 15:00:00,215.2,0.0,158.4,0.0
2023-01-07 16:00:00,212.4,0.0,158.1,0.0
2023-01-07 17:00:00,56.0,0.0,157.5,0.0
2023-01-07 18:00:00,10.0,0.0,159.0,0.0
2023-01-07 19:00:00,9.6,0.0,157.8,0.0
2023-01-07 20:00:00,9.6,0.0,156.6,0.0
2023-01-07 21:00:00,9.6,0.0,157.8,0.0
2023-01-07 22:00:00,9.6,0.0,154.8,0.0
2023-01-07 23:00:00,9.2,0.0,155.7,0.0
2023-01-08 00:00:00,9.6,0.0,155.4,0.0
2023-01-08 01:00:00,9.6,0.0,155.4,0.0
2023-01-08 02:00:00,9.6,0.0,152.4,0.0
2023-01-08 03:00:00,9.2,0.0,154.5,0.0
2023-01-08 04:00:00,9.6,0.0,159.6,0.0
2023-01-08 05:00:00,9.6,0.0,155.7,0.0
2023-01-08 06:00:00,9.6,0.0,171.3,0.0
2023-01-08 07:00:00,9.6,0.0,173.4,0.0
2023-01-08 08:00:00,9.6,0.0,169.8,0.0
2023-01-08 09:00:00,9.6,21.967919712,160.8,8.704727568000001
2023-01-08 10:00:00,9.2,3.737837088,162.6,1.4811076319999998
2023-01-08 11:00:00,9.6,20.342555712000003,162.3,8.060681568
2023-01-08 12:00:00,9.6,0.90520272,163.8,0.35868408
2023-01-08 13:00:00,9.6,0.7571695679999999,163.5,0.300026352
2023-01-08 14:00:00,9.6,0.0,166.2,0.0
2023-01-08 15:00:00,9.2,0.0,163.2,0.0
2023-01-08 16:00:00,9.6,0.0,166.5,0.0
2023-01-08 17:00:00,9.6,0.0,162.0,0.0
2023-01-08 18:00:00,24.4,0.0,161.4,0.0
2023-01-08 19:00:00,34.0,0.0,160.5,0.0
2023-01-08 20:00:00,31.6,0.0,158.7,0.0
2023-01-08 21:00:00,26.0,0.0,160.2,0.0
2023-01-08 22:00:00,52.0,0.0,154.8,0.0
2023-01-08 23:00:00,123.6,0.0,166.5,0.0
2023-01-09 00:00:00,225.2,0.0,290.4,0.0
2023-01-09 01:00:00,260.8,0.0,290.7,0.0
2023-01-09 02:00:00,246.8,0.0,328.5,0.0
2023-01-09 03:00:00,273.6,0.0,321.9,0.0
2023-01-09 04:00:00,272.8,0.0,214.2,0.0
2023-01-09 05:00:00,227.2,0.0,178.8,0.0
2023-01-09 06:00:00,190.4,0.0,202.5,0.0
2023-01-09 07:00:00,169.2,0.0,353.4,0.0
2023-01-09 08:00:00,205.6,0.0,377.1,0.0
2023-01-09 09:00:00,204.0,1.087243488,385.5,0.4308172319999999
2023-01-09 10:00:00,207.2,1.4493245759999998,401.1,0.574290864
2023-01-09 11:00:00,194.0,3.08068992,390.0,1.22071488
2023-01-09 12:00:00,206.0,0.7251624,364.8,0.2873436
2023-01-09 13:00:00,219.6,0.8411883840000001,408.0,0.333318576
2023-01-09 14:00:00,237.2,0.0,363.9,0.0
2023-01-09 15:00:00,267.6,0.0,348.0,0.0
2023-01-09 16:00:00,268.0,0.0,259.8,0.0
2023-01-09 17:00:00,273.6,0.0,393.6,0.0
2023-01-09 18:00:00,279.6,0.0,378.3,0.0
2023-01-09 19:00:00,266.8,0.0,361.2,0.0
2023-01-09 20:00:00,267.2,0.0,350.4,0.0
2023-01-09 21:00:00,265.2,0.0,385.2,0.0
2023-01-09 22:00:00,254.0,0.0,372.3,0.0
2023-01-09 23:00:00,244.4,0.0,309.3,0.0
2023-01-10 00:00:00,231.2,0.0,384.6,0.0
2023-01-10 01:00:00,212.0,0.0,362.4,0.0
2023-01-10 02:00:00,200.0,0.0,282.0,0.0
2023-01-10 03:00:00,212.8,0.0,249.3,0.0
2023-01-10 04:00:00,252.8,0.0,238.8,0.0
2023-01-10 05:00:00,251.6,0.0,329.1,0.0
2023-01-10 06:00:00,230.8,0.0,370.8,0.0
2023-01-10 07:00:00,193.6,0.0,401.1,0.0
2023-01-10 08:00:00,234.8,0.0,400.8,0.0
2023-01-10 09:00:00,249.6,0.453101472,291.9,0.1795402079999999
2023-01-10 10:00:00,269.2,1.4493245759999998,251.4,0.574290864
2023-01-10 11:00:00,245.6,1.812405888,295.2,0.7181608319999999
2023-01-10 12:00:00,251.6,1.087243488,327.3,0.4308172319999999
2023-01-10 13:00:00,248.0,0.421094304,301.8,0.166857456
2023-01-10 14:00:00,274.8,0.0,394.5,0.0
2023-01-10 15:00:00,267.2,0.0,388.2,0.0
2023-01-10 16:00:00,279.2,0.0,373.8,0.0
2023-01-10 17:00:00,276.0,0.0,387.9,0.0
2023-01-10 18:00:00,228.0,0.0,376.5,0.0
2023-01-10 19:00:00,250.4,0.0,378.6,0.0
2023-01-10 20:00:00,268.8,0.0,349.2,0.0
2023-01-10 21:00:00,220.4,0.0,399.6,0.0
2023-01-10 22:00:00,266.8,0.0,399.0,0.0
2023-01-10 23:00:00,277.2,0.0,386.7,0.0
2023-01-11 00:00:00,274.4,0.0,375.6,0.0
2023-01-11 01:00:00,250.4,0.0,365.7,0.0
2023-01-11 02:00:00,275.2,0.0,361.5,0.0
2023-01-11 03:00:00,273.6,0.0,329.7,0.0
2023-01-11 04:00:00,255.6,0.0,214.8,0.0
2023-01-11 05:00:00,261.2,0.0,212.4,0.0
2023-01-11 06:00:00,274.8,0.0,360.3,0.0
2023-01-11 07:00:00,265.2,0.0,388.5,0.0
2023-01-11 08:00:00,270.0,0.0,406.2,0.0
2023-01-11 09:00:00,268.0,0.3620810879999999,402.0,0.143473632
2023-01-11 10:00:00,278.8,1.087243488,402.6,0.4308172319999999
2023-01-11 11:00:00,303.6,13.810092768,409.5,5.472211151999999
2023-01-11 12:00:00,288.0,4.396984703999999,419.4,1.7422930559999998
2023-01-11 13:00:00,314.0,1.3453012799999997,414.3,0.53307192
2023-01-11 14:00:00,277.2,0.0,410.7,0.0
2023-01-11 15:00:00,291.6,0.0,409.5,0.0
2023-01-11 16:00:00,273.6,0.0,406.5,0.0
2023-01-11 17:00:00,323.6,0.0,392.4,0.0
2023-01-11 18:00:00,311.6,0.0,374.7,0.0
2023-01-11 19:00:00,313.2,0.0,393.3,0.0
2023-01-11 20:00:00,314.0,0.0,373.2,0.0
2023-01-11 21:00:00,314.0,0.0,372.3,0.0
2023-01-11 22:00:00,305.6,0.0,396.3,0.0
2023-01-11 23:00:00,299.2,0.0,409.5,0.0
2023-01-12 00:00:00,317.2,0.0,379.2,0.0
2023-01-12 01:00:00,321.2,0.0,385.8,0.0
2023-01-12 02:00:00,290.8,0.0,246.0,0.0
2023-01-12 03:00:00,212.0,0.0,246.9,0.0
2023-01-12 04:00:00,190.8,0.0,240.6,0.0
2023-01-12 05:00:00,168.8,0.0,252.0,0.0
2023-01-12 06:00:00,202.4,0.0,252.3,0.0
2023-01-12 07:00:00,175.2,0.0,360.3,0.0
2023-01-12 08:00:00,198.8,0.0,410.1,0.0
2023-01-12 09:00:00,211.6,1.6303651200000002,375.0,0.6460276799999999
2023-01-12 10:00:00,207.2,2.44554768,314.1,0.96904152
2023-01-12 11:00:00,205.6,6.559468992,266.7,2.599171488
2023-01-12 12:00:00,220.8,4.38098112,387.0,1.7359516799999997
2023-01-12 13:00:00,238.0,2.523565152,402.0,0.999955728
2023-01-12 14:00:00,217.6,0.0,378.0,0.0
2023-01-12 15:00:00,219.6,0.0,383.4,0.0
2023-01-12 16:00:00,266.4,0.0,392.7,0.0
2023-01-12 17:00:00,268.8,0.0,377.4,0.0
2023-01-12 18:00:00,248.0,0.0,363.6,0.0
2023-01-12 19:00:00,209.6,0.0,305.4,0.0
2023-01-12 20:00:00,196.8,0.0,400.8,0.0
2023-01-12 21:00:00,253.2,0.0,404.4,0.0
2023-01-12 22:00:00,296.4,0.0,409.5,0.0
2023-01-12 23:00:00,291.2,0.0,384.9,0.0
2023-01-13 00:00:00,270.0,0.0,372.0,0.0
2023-01-13 01:00:00,270.8,0.0,375.6,0.0
2023-01-13 02:00:00,270.8,0.0,372.9,0.0
2023-01-13 03:00:00,268.4,0.0,289.2,0.0
2023-01-13 04:00:00,271.6,0.0,236.1,0.0
2023-01-13 05:00:00,273.6,0.0,259.5,0.0
2023-01-13 06:00:00,274.8,0.0,287.7,0.0
2023-01-13 07:00:00,271.2,0.0,384.0,0.0
2023-01-13 08:00:00,274.8,0.0,395.4,0.0
2023-01-13 09:00:00,280.0,0.90520272,401.4,0.35868408
2023-01-13 10:00:00,272.0,1.72038528,395.7,0.6816979200000001
2023-01-13 11:00:00,264.8,0.90520272,393.0,0.35868408
2023-01-13 12:00:00,288.8,3.2607302400000004,393.0,1.2920553599999998
2023-01-13 13:00:00,308.8,1.009226016,384.9,0.399903024
2023-01-13 14:00:00,306.0,0.0,281.1,0.0
2023-01-13 15:00:00,297.6,0.0,186.0,0.0
2023-01-13 16:00:00,263.2,0.0,174.6,0.0
2023-01-13 17:00:00,232.8,0.0,161.1,0.0
2023-01-13 18:00:00,230.8,0.0,156.9,0.0
2023-01-13 19:00:00,234.0,0.0,154.2,0.0
2023-01-13 20:00:00,235.6,0.0,156.3,0.0
2023-01-13 21:00:00,229.2,0.0,157.8,0.0
2023-01-13 22:00:00,233.6,0.0,156.3,0.0
2023-01-13 23:00:00,234.4,0.0,144.0,0.0
2023-01-14 00:00:00,235.2,0.0,157.2,0.0
2023-01-14 01:00:00,234.8,0.0,159.6,0.0
2023-01-14 02:00:00,232.4,0.0,155.7,0.0
2023-01-14 03:00:00,230.0,0.0,162.3,0.0
2023-01-14 04:00:00,228.4,0.0,173.7,0.0
2023-01-14 05:00:00,236.4,0.0,162.6,0.0
2023-01-14 06:00:00,236.4,0.0,158.1,0.0
2023-01-14 07:00:00,232.4,0.0,163.8,0.0
2023-01-14 08:00:00,233.6,0.0,160.8,0.0
2023-01-14 09:00:00,224.0,0.453101472,153.9,0.1795402079999999
2023-01-14 10:00:00,236.4,2.8086289920000005,164.4,1.112911488
2023-01-14 11:00:00,189.6,0.90520272,165.0,0.35868408
2023-01-14 12:00:00,171.6,1.3593044159999998,156.3,0.538620624
2023-01-14 13:00:00,220.4,2.86064064,173.4,1.1335209599999998
2023-01-14 14:00:00,234.8,0.0,165.9,0.0
2023-01-14 15:00:00,230.8,0.0,155.1,0.0
2023-01-14 16:00:00,225.2,0.0,159.3,0.0
2023-01-14 17:00:00,51.2,0.0,166.2,0.0
2023-01-14 18:00:00,15.6,0.0,158.7,0.0
2023-01-14 19:00:00,16.0,0.0,159.9,0.0
2023-01-14 20:00:00,15.6,0.0,168.9,0.0
2023-01-14 21:00:00,15.6,0.0,158.7,0.0
2023-01-14 22:00:00,15.6,0.0,159.6,0.0
2023-01-14 23:00:00,16.0,0.0,165.3,0.0
2023-01-15 00:00:00,15.6,0.0,155.1,0.0
2023-01-15 01:00:00,16.0,0.0,153.3,0.0
2023-01-15 02:00:00,15.6,0.0,162.6,0.0
2023-01-15 03:00:00,15.6,0.0,156.9,0.0
2023-01-15 04:00:00,15.6,0.0,153.9,0.0
2023-01-15 05:00:00,15.6,0.0,158.7,0.0
2023-01-15 06:00:00,15.6,0.0,162.6,0.0
2023-01-15 07:00:00,15.6,0.0,152.4,0.0
2023-01-15 08:00:00,15.6,0.0,160.5,0.0
2023-01-15 09:00:00,15.6,26.825007455999994,160.8,10.629335184
2023-01-15 10:00:00,15.6,46.45040255999999,156.0,18.405843840000003
2023-01-15 11:00:00,16.0,9.698171904,157.5,3.842873856
2023-01-15 12:00:00,15.6,15.016362911999998,168.6,5.950192367999999
2023-01-15 13:00:00,15.6,2.9436592319999995,168.6,1.166416848
2023-01-15 14:00:00,15.6,0.0840188159999999,161.7,0.0332922239999999
2023-01-15 15:00:00,15.6,0.0,171.3,0.0
2023-01-15 16:00:00,15.6,0.0,172.5,0.0
2023-01-15 17:00:00,15.6,0.0,165.6,0.0
2023-01-15 18:00:00,31.2,0.0,165.6,0.0
2023-01-15 19:00:00,28.4,0.0,173.1,0.0
2023-01-15 20:00:00,22.8,0.0,163.5,0.0
2023-01-15 21:00:00,22.0,0.0,166.5,0.0
2023-01-15 22:00:00,22.0,0.0,174.3,0.0
2023-01-15 23:00:00,112.0,0.0,240.9,0.0
2023-01-16 00:00:00,172.0,0.0,298.2,0.0
2023-01-16 01:00:00,265.6,0.0,300.9,0.0
2023-01-16 02:00:00,275.6,0.0,321.6,0.0
2023-01-16 03:00:00,272.0,0.0,314.4,0.0
2023-01-16 04:00:00,288.8,0.0,324.0,0.0
2023-01-16 05:00:00,287.6,0.0,313.8,0.0
2023-01-16 06:00:00,258.8,0.0,280.5,0.0
2023-01-16 07:00:00,232.4,0.0,258.9,0.0
2023-01-16 08:00:00,240.8,0.0,359.7,0.0
2023-01-16 09:00:00,234.0,1.6303651200000002,363.0,0.6460276799999999
2023-01-16 10:00:00,244.4,2.3555275199999994,413.4,0.93337128
2023-01-16 11:00:00,236.8,2.627588448,417.3,1.041174672
2023-01-16 12:00:00,243.6,4.876092,411.9,1.932138
2023-01-16 13:00:00,244.4,2.691602784,413.1,1.066540176
2023-01-16 14:00:00,272.4,0.0840188159999999,380.7,0.0332922239999999
2023-01-16 15:00:00,280.0,0.0,371.7,0.0
2023-01-16 16:00:00,299.6,0.0,404.4,0.0
2023-01-16 17:00:00,305.2,0.0,389.7,0.0
2023-01-16 18:00:00,305.6,0.0,385.2,0.0
2023-01-16 19:00:00,291.6,0.0,375.6,0.0
2023-01-16 20:00:00,261.6,0.0,364.2,0.0
2023-01-16 21:00:00,275.6,0.0,378.9,0.0
2023-01-16 22:00:00,287.2,0.0,373.8,0.0
2023-01-16 23:00:00,284.0,0.0,375.6,0.0
2023-01-17 00:00:00,224.0,0.0,368.1,0.0
2023-01-17 01:00:00,281.2,0.0,293.7,0.0
2023-01-17 02:00:00,278.4,0.0,183.9,0.0
2023-01-17 03:00:00,270.0,0.0,207.6,0.0
2023-01-17 04:00:00,268.4,0.0,210.6,0.0
2023-01-17 05:00:00,278.8,0.0,200.1,0.0
2023-01-17 06:00:00,280.0,0.0,181.5,0.0
2023-01-17 07:00:00,274.4,0.0,269.4,0.0
2023-01-17 08:00:00,270.8,0.0,374.1,0.0
2023-01-17 09:00:00,223.6,1.812405888,408.9,0.7181608319999999
2023-01-17 10:00:00,217.2,1.992446208,405.0,0.7895013120000001
2023-01-17 11:00:00,232.8,3.89587248,328.8,1.5437287199999998
2023-01-17 12:00:00,230.4,1.72038528,296.1,0.6816979200000001
2023-01-17 13:00:00,236.8,1.261282464,340.5,0.4997796959999999
2023-01-17 14:00:00,303.2,0.0840188159999999,251.1,0.0332922239999999
2023-01-17 15:00:00,317.6,0.0,349.2,0.0
2023-01-17 16:00:00,316.0,0.0,376.2,0.0
2023-01-17 17:00:00,310.8,0.0,369.0,0.0
2023-01-17 18:00:00,319.6,0.0,330.6,0.0
2023-01-17 19:00:00,312.0,0.0,366.0,0.0
2023-01-17 20:00:00,306.4,0.0,231.0,0.0
2023-01-17 21:00:00,300.8,0.0,244.2,0.0
2023-01-17 22:00:00,285.6,0.0,355.8,0.0
2023-01-17 23:00:00,302.4,0.0,343.5,0.0
2023-01-18 00:00:00,288.4,0.0,389.7,0.0
2023-01-18 01:00:00,285.6,0.0,384.3,0.0
2023-01-18 02:00:00,283.6,0.0,380.1,0.0
2023-01-18 03:00:00,268.8,0.0,284.4,0.0
2023-01-18 04:00:00,252.0,0.0,217.5,0.0
2023-01-18 05:00:00,210.4,0.0,190.5,0.0
2023-01-18 06:00:00,213.6,0.0,180.0,0.0
2023-01-18 07:00:00,193.6,0.0,197.7,0.0
2023-01-18 08:00:00,188.8,0.0,316.5,0.0
2023-01-18 09:00:00,204.0,0.8151825600000001,403.8,0.3230138399999999
2023-01-18 10:00:00,213.6,3.2607302400000004,406.2,1.2920553599999998
2023-01-18 11:00:00,209.2,5.84630928,371.7,2.31658392
2023-01-18 12:00:00,203.6,1.3593044159999998,251.4,0.538620624
2023-01-18 13:00:00,270.8,1.6303651200000002,248.1,0.6460276799999999
2023-01-18 14:00:00,288.8,0.2520564479999999,242.4,0.0998766719999999
2023-01-18 15:00:00,294.0,0.0,299.4,0.0
2023-01-18 16:00:00,287.2,0.0,390.0,0.0
2023-01-18 17:00:00,284.0,0.0,397.8,0.0
2023-01-18 18:00:00,242.0,0.0,383.7,0.0
2023-01-18 19:00:00,255.2,0.0,378.6,0.0
2023-01-18 20:00:00,278.4,0.0,354.0,0.0
2023-01-18 21:00:00,282.4,0.0,363.9,0.0
2023-01-18 22:00:00,280.4,0.0,389.4,0.0
2023-01-18 23:00:00,278.4,0.0,374.7,0.0
2023-01-19 00:00:00,282.4,0.0,309.3,0.0
2023-01-19 01:00:00,282.8,0.0,302.4,0.0
2023-01-19 02:00:00,280.8,0.0,257.1,0.0
2023-01-19 03:00:00,280.4,0.0,208.8,0.0
2023-01-19 04:00:00,280.8,0.0,218.7,0.0
2023-01-19 05:00:00,276.4,0.0,209.1,0.0
2023-01-19 06:00:00,232.8,0.0,327.6,0.0
2023-01-19 07:00:00,217.2,0.0,366.3,0.0
2023-01-19 08:00:00,224.8,0.0,408.0,0.0
2023-01-19 09:00:00,210.8,8.725954176,357.6,3.4576352639999994
2023-01-19 10:00:00,224.0,4.7760696000000005,360.6,1.8925044
2023-01-19 11:00:00,237.2,16.887782016000003,395.4,6.691737023999999
2023-01-19 12:00:00,234.8,0.997223328,388.5,0.395146992
2023-01-19 13:00:00,243.2,2.7176086079999995,318.3,1.076844912
2023-01-19 14:00:00,268.4,0.2520564479999999,215.4,0.0998766719999999
2023-01-19 15:00:00,280.4,0.0,325.5,0.0
2023-01-19 16:00:00,279.2,0.0,401.7,0.0
2023-01-19 17:00:00,281.2,0.0,398.7,0.0
2023-01-19 18:00:00,271.2,0.0,385.5,0.0
2023-01-19 19:00:00,274.8,0.0,338.4,0.0
2023-01-19 20:00:00,278.0,0.0,258.9,0.0
2023-01-19 21:00:00,277.2,0.0,391.8,0.0
2023-01-19 22:00:00,273.2,0.0,396.6,0.0
2023-01-19 23:00:00,268.4,0.0,339.6,0.0
